trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
204665,2020-09-01 00:01:00,4119760000000000.0,"fraud_Greenholt, Jacobi and Gleason",gas_transport,70.24,Melinda,Gutierrez,Female,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19/08/1945,cb20b73aac5cd2ed8f51e672887b2c45,1377993686,41.043523,-89.927046
204666,2020-09-01 00:01:00,6011600000000000.0,fraud_Stiedemann Ltd,food_dining,111.44,Robert,Holland,Male,431 Tracy Expressway,Milner,GA,30257,33.141,-84.1759,4138,Field seismologist,16/05/1969,d44978247f93c204ffbd98a6fd2bb0de,1377993701,33.100695,-85.021267
204667,2020-09-01 00:01:00,180017000000000.0,fraud_Bartoletti-Wunsch,gas_transport,78.79,Michelle,Anderson,Female,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",01/06/1939,29fecbcf275c9d650cf9bc836a5d2f4e,1377993715,42.685802,-73.66183
204668,2020-09-01 00:02:00,36078100000000.0,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,3.73,Christopher,Horn,Male,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,26/06/1926,8ae006d96589795cdd85cd927b4f3870,1377993723,37.440189,-82.247268
204669,2020-09-01 00:02:00,213103000000000.0,fraud_McCullough LLC,misc_pos,4.45,Joanne,Padilla,Female,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",01/09/1956,a609daf884b75fe632485348b5b5f01f,1377993729,44.65075,-125.027709
204670,2020-09-01 00:02:00,630485000000.0,fraud_Stoltenberg-Beatty,shopping_pos,144.5,Ian,Patton,Male,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,07/02/1973,d7f4ab0a2658ab1059fccb8a17119882,1377993751,35.712833,-120.083657
204671,2020-09-01 00:02:00,3523840000000000.0,fraud_Corwin-Collins,gas_transport,44.71,Grace,Williams,Female,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20/11/1970,301d945e533eeaab1e08985ba702ae83,1377993753,31.923299,-86.961879
204672,2020-09-01 00:03:00,4.0401e+18,fraud_Skiles-Ankunding,grocery_net,49.78,Jeffrey,Lewis,Male,24255 Bryan Square,Palermo,nd,58769,48.3396,-102.24,229,Administrator,20/03/1983,fd484e160eadee3a9270d179ee778dca,1377993797,48.687106,-102.082297
204673,2020-09-01 00:03:00,3549200000000000.0,fraud_Cruickshank-Mills,entertainment,34.92,Larry,Williams,Male,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,02/04/1933,4d5a58549397a2857286a811096444cb,1377993824,44.32868,-71.195227
204674,2020-09-01 00:04:00,4.22371e+18,"fraud_Bernier, Streich and Jewess",grocery_net,43.73,Adam,Riddle,Male,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,30/05/1974,02c7640f2ca7db9e4b6d8384de8c1808,1377993848,39.905532,-84.245617
204675,2020-09-01 00:04:00,3525670000000000.0,"fraud_Ruecker, Beer and Collier",shopping_net,99.82,Christopher,Choi,Male,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137,Film/video editor,13/08/1990,91e1df8cbdf5efd7f8edb0aed499c900,1377993887,45.656388,-86.949833
204676,2020-09-01 00:06:00,4.5604e+18,"fraud_Nienow, Ankunding and Collier",misc_pos,67.45,Angela,Taylor,Female,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,18/10/1972,9d5bc09084b9a7d404f219389a8fa12d,1377993992,38.374623,-123.693417
204677,2020-09-01 00:07:00,375083000000000.0,fraud_Ledner-Pfannerstill,gas_transport,54.4,Shannon,Bell,Female,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",14/12/1976,5773298632db9702d3437ccb66b66f28,1377994049,46.464462,-96.873035
204678,2020-09-01 00:09:00,4642260000000000.0,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,46.97,Sabrina,Johnson,Female,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,1a7fc1dfb11c9df040dd064e9153c949,1377994141,39.288209,-110.153238
204679,2020-09-01 00:09:00,2256230000000000.0,fraud_Heller-Langosh,gas_transport,74.77,Christopher,Grimes,Male,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,11/04/1948,bf6246846ab68ea5f28ff9d269c52e6f,1377994147,43.329335,-71.845642
204680,2020-09-01 00:09:00,3534090000000000.0,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,5.54,Jeremy,White,Male,9443 Cynthia Court Apt. 038,Boulder,MT,59632,46.2306,-112.1138,1939,Patent attorney,12/01/1967,bc74ec9098d7e69bed2ff3c1c10c6eb4,1377994180,47.129507,-111.939597
204681,2020-09-01 00:09:00,38014400000000.0,fraud_Maggio-Fahey,misc_pos,671.24,Sonya,Jensen,Female,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,11/08/1946,ba4c790534eae413aad46a182ed9794f,1377994186,43.93361,-90.390014
204682,2020-09-01 00:10:00,4.90663e+18,fraud_Kutch Group,grocery_net,37.02,Charles,Moreno,Male,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13/02/1987,c7b4d08b3f0d1522b3565de5171d8f0d,1377994212,24.245428,-82.230937
204683,2020-09-01 00:10:00,38199000000000.0,fraud_Hickle Group,shopping_pos,116.71,Jesse,Roberts,Male,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,15/04/1988,c9aa898640be184ea169bece4a3700ae,1377994246,43.884686,-72.336075
204684,2020-09-01 00:11:00,374930000000000.0,fraud_Conroy-Cruickshank,gas_transport,54.52,Daniel,Escobar,Male,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,05/11/1971,2431d837a786270f06e1985bc6a0ac36,1377994280,42.393453,-82.498019
204685,2020-09-01 00:12:00,376944000000000.0,fraud_Kling-Grant,grocery_net,96.86,Tiffany,Stephens,Female,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",26/12/1957,8441c58dfff498ac4359cae247c442a0,1377994352,30.86218,-88.637638
204686,2020-09-01 00:13:00,4635330000000000.0,"fraud_Cremin, Hamill and Reichel",misc_pos,5.45,Christina,Rose,Female,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,10/07/1983,5f10c41a56b80f7e90670cb7e3d72e3e,1377994411,38.701852,-76.357587
204687,2020-09-01 00:14:00,371683000000000.0,fraud_Block Group,misc_pos,112.75,Debra,Becker,Female,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,19/03/1929,395e55f9f865cad79fff612ddb8005c3,1377994458,39.680493,-74.197391
204688,2020-09-01 00:16:00,6573560000000000.0,fraud_Torphy-Goyette,shopping_pos,7.27,Kristina,Lewis,Female,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,18/06/1968,7abadc94a48089f9c3ae2ea81006b805,1377994571,35.972065,-96.428666
204689,2020-09-01 00:17:00,4.22371e+18,fraud_Goyette Inc,shopping_net,87.04,Adam,Riddle,Male,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,30/05/1974,c1c77558a7a1699b03b53f6f6af0c254,1377994624,38.714747,-84.278433
204690,2020-09-01 00:17:00,340954000000000.0,fraud_Miller-Harris,misc_net,4.28,Tyler,Wright,Male,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18/05/1980,8cdbd9b3d0a5520e8ed7616f5da14a54,1377994625,42.958794,-83.880893
204691,2020-09-01 00:17:00,213155000000000.0,fraud_Prohaska-Murray,gas_transport,74.74,Christopher,Sheppard,Male,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,10/02/1982,047407185b0f07ee953b2e03993a2ba2,1377994628,37.320615,-86.550317
